discarded_date	num	date_evaluated	company	role	score	status	report_path	note
2026-05-04	481	2026-05-04	Recruiting From Scratch	Forward Deployed AI Engineer (client undisclosed)	2.7/5	Evaluated	reports/481-recruiting-from-scratch-fde-ai-engineer-2026-05-04.md	Recruiter-sourced LA on-site FDE for undisclosed client; stack + YOE 1:1 fit but no visa sponsorship + LA on-site + client identity opaque = SKIP unless recruiter clarifies all 3
2026-05-04	484	2026-05-04	Valthos	Member of Technical Staff - Forward Deployed Engineer	2.5/5	Evaluated	reports/484-valthos-mts-forward-deployed-engineer-2026-05-04.md	NYC on-site biodefense FDE; founders ex-Palantir + MIT Broad + DeepMind; F-1 OPT clearance veto + on-site relocation; SKIP unless commercial-pharma non-cleared confirmed
2026-05-04	485	2026-05-04	SnapSoft	AI/ML Engineer	2/5	Evaluated	reports/485-snapsoft-ai-ml-engineer-2026-05-04.md	Budapest Hybrid AWS-partner consultancy; stack 1:1 (Python + Bedrock/SageMaker + LLMs/RAG) + 3+yr fits; F-1 OPT US-base hard geography veto; SKIP
2026-05-04	486	2026-05-04	TechSeed	Machine Learning Engineer	1.7/5	Evaluated	reports/486-techseed-ml-engineer-2026-05-04.md	Stockholm on-site Swedish AI/XR consulting; Swedish citizenship + Swedish language fluency required; F-1 OPT + non-Swedish = three independent hard blockers; SKIP
2026-05-04	488	2026-05-04	Concentrate AI	Forward Deployed AI Engineer	2.7/5	Evaluated	reports/488-concentrate-ai-fde-2026-05-04.md	Senior 5-12 yrs floor + $200-300K; LLM gateway category fit but seniority gap structural
2026-05-04	489	2026-05-04	webAI	AI Software Engineer	2.8/5	Evaluated	reports/489-webai-ai-software-engineer-2026-05-04.md	Original FDE URL closed; substituted active AI SWE role; 5+ yrs + C++ optimization + Austin on-site = mismatch
2026-05-04	493	2026-05-04	Radical AI	ML Engineer	2/5	Evaluated	reports/493-radical-ai-ml-engineer-2026-05-04.md	Generative materials science; JD explicit Senior/Staff/Principal + NYC on-site + foundation-model training specialty; SKIP
2026-05-04	494	2026-05-04	Sezzle	AI Engineer II	2.1/5	Evaluated	reports/494-sezzle-ai-engineer-ii-2026-05-04.md	NASDAQ BNPL; Mexico-only payroll (F-1 OPT US-base hard veto) + $40-72K Mexico comp tier; SKIP
2026-05-04	495	2026-05-04	SumUp	Agent Commercial(e) Terrain Freelance – Calais	1.5/5	Evaluated	reports/495-sumup-agent-commercial-calais-2026-05-04.md	Field commercial freelance role in Calais France; off-archetype + F-1 OPT geography veto; SKIP
2026-05-04	501	2026-05-04	SumUp	Agent Commercial(e) Terrain Freelance, Dunkerque	1.5/5	Evaluated	reports/501-sumup-dunkerque-2026-05-04.md	France freelance commercial; F-1 OPT US-base + off-archetype + commission-only triple veto; SKIP
2026-05-04	502	2026-05-04	Layerup	Founding AI Engineer	2/5	Evaluated	reports/502-layerup-founding-ai-engineer-2026-05-04.md	YC S22 SF on-site; explicit no-sponsorship; F-1 OPT short-term only = hard veto for long-term tenure; SKIP
2026-05-04	505	2026-05-04	Swoop Technologies	Software Engineer, LLM Infrastructure	1.5/5	Evaluated	reports/505-swoop-llm-infra-2026-05-04.md	Defense LLM infra Mpls/DC hybrid; US Security Clearance required (F-1 OPT cannot be sponsored); SKIP
2026-05-04	506	2026-05-04	Lovable	Platform Engineer (Lovable Apps Platform)	1.8/5	Evaluated	reports/506-lovable-platform-engineer-stockholm-2026-05-04.md	Stockholm on-site + F-1 OPT Sweden veto + Platform/SRE off-archetype (Cloudflare Workers/multi-tenant); SKIP
2026-05-04	508	2026-05-04	HOPPR	Forward Deployed ML Engineer	1.8/5	Evaluated	reports/508-hoppr-fde-ml-engineer-2026-05-04.md	Remote-USA + NYC/SF Bay hybrid; $70K-$137K medical-imaging FDE; HARD VETO: explicit "US citizens and PRs only" excludes F-1 OPT; SKIP
2026-05-04	510	2026-05-04	Owkin	Forward Deployed Engineer (Junior)	2.4/5	Evaluated	reports/510-owkin-fde-junior-2026-05-04.md	Remote UK/DE/FR + on-customer-premise EU work; biology-AI agentic platform; Python+LLMs+agentic frameworks 1:1 stack but F-1 OPT US-base = geo veto; SKIP
2026-05-04	512	2026-05-04	Huzzle	AI Automation Engineer	2/5	Evaluated	reports/512-huzzle-ai-automation-engineer-2026-05-04.md	UK-only Independent Contractor placement at UK/EU clients; Python+JS+OpenAI/Anthropic+Zapier/Make/n8n stack; F-1 OPT cannot legally work as UK 1099 contractor = structural veto; SKIP
2026-05-04	515	2026-05-04	Defense Unicorns	Forward Deployed AI Engineer	1.5/5	Evaluated	reports/515-defense-unicorns-fde-ai-2026-05-04.md	US Remote $123-201K; HARD VETO: "REQUIRES U.S. CITIZENSHIP" + TS/SCI preferred; F-1 OPT categorically excluded by federal contracting law; SKIP
2026-05-05	521	2026-05-05	Lovable	Forward Deployed Engineer	1.7/5	Evaluated	reports/521-lovable-fde-london-2026-05-05.md	London on-site + 5+y senior floor + Stockholm-HQ EU/UK visa pathway opaque for F-1 OPT; founding-FDE function; React/TS/Golang/Rust stack; SKIP triple blocker
2026-05-05	522	2026-05-05	Pulsora	Applied AI Engineer - US	2/5	Evaluated	reports/522-pulsora-applied-ai-2026-05-05.md	Remote-US ESG SaaS; 1-2y AI floor fits Deepak 2.5y; LLM/RAG/agents/LangChain stack 1:1; HARD VETO explicit "unable to offer employment-based visa sponsorship"; SKIP F-1 OPT incompatible
2026-05-05	524	2026-05-05	GeoDelphi (Whitespace)	Agentic AI Engineer	1.5/5	Evaluated	reports/524-geodelphi-agentic-ai-2026-05-05.md	Remote/Alexandria VA defense intel Iris platform DoW+IC; HARD VETO requires US Citizen + clearance eligibility; F-1 OPT categorical fail; SKIP
2026-05-05	525	2026-05-05	Jobgether (recruiting agency)	Forward Deployed AI Engineer (Remote-US)	2.5/5	Evaluated	reports/525-jobgether-fde-workable-2026-05-05.md	Remote-US recruiter-sourced placement (chains to Sardine + others); 5+y DS/Applied AI senior floor; 50% YOE gap on Deepak 2.5y; comp + end-client opacity; SKIP unless recruiter down-levels + names client
2026-05-05	527	2026-05-05	CoreStory	AI Engineer	2.5/5	Evaluated	reports/527-corestory-ai-engineer-2026-05-05.md	Remote-US; LangChain+LlamaIndex+vector DBs+OpenAI/Anthropic/Mistral stack 1:1; 7+y overall + 3+y AI/ML senior floor = 50% YOE gap on Deepak 3.3y total; SKIP unless recruiter down-levels
2026-05-05	528	2026-05-05	Truveta	Machine Learning Engineer, LLMs & Generative AI	1.8/5	Evaluated	reports/528-truveta-ml-engineer-llms-genai-2026-05-05.md	Seattle hybrid; $155-175K + stock; 6+y SWE/ML + 3+y training LLMs senior floor (50% YOE gap); RLHF/RLVR/distributed-TPU outside Deepak's RAG/agentic stack; HARD VETO explicit "Unable to sponsor F-1 OPT or H1-B"; SKIP
2026-05-05	529	2026-05-05	Confiz	AI Engineer	1.7/5	Evaluated	reports/529-confiz-ai-engineer-2026-05-05.md	Pakistan-domiciled remote (Lahore HQ); 3+y ML/DL/NLP + Azure + GenAI; F-1 OPT US-base geo veto + comp opacity (Pakistan IT-services market $15-35K USD floor); SKIP
2026-05-05	532	2026-05-05	Oddball	Applied AI/ML Engineer	1.8/5	Evaluated	reports/532-oddball-applied-ai-ml-2026-05-05.md	DMV (DC/MD/VA) Hybrid; $150-200K; federal contractor — likely US Citizen + clearance for most billable work; F-1 OPT structural blocker; SKIP unless commercial/non-clearance role + sponsorship confirmed; PDF skipped (score < 3.0)
2026-05-05	534	2026-05-05	Jobgether (recruiter)	Forward Deployed AI Engineer (FinServ fraud/compliance)	2/5	Evaluated	reports/534-jobgether-fwddeploy-fde-ai-2026-05-05.md	fwddeploy.com listing posted by Jobgether on behalf of anonymized FinServ partner; Remote-US; comp undisclosed; 5+y senior floor (2x gap on Deepak 2.5y); same recruiter-aggregator pattern as #525 yesterday; SKIP unless recruiter names end client + down-levels + confirms F-1 OPT sponsorship; PDF skipped (score < 3.0)
2026-05-05	535	2026-05-05	Remote Raven	AI & Cloud Engineering	1.2/5	Evaluated	reports/535-remote-raven-ai-cloud-engineering-2026-05-05.md	Worldwide Remote; **$10/hr** full-time (categorical blocker — 10x below US market for 3+y AI w/ HIPAA+SOC2+AWS+LangChain+RAG); offshore-staffing economics; F-1 OPT prevailing-wage incompatible; SKIP; PDF skipped (score < 3.0)
2026-05-05	544	2026-05-05	OpenAI	AI Deployment Engineer, Startups	2/5	Evaluated	reports/544-openai-ai-deployment-engineer-startups-2026-05-05.md	Singapore office hybrid 3d/wk: F-1 OPT geo veto; GTM/customer-facing role bar; SKIP
2026-05-05	545	2026-05-05	Snorkel AI	Forward Deployed Researcher - Data as a Service	2.5/5	Evaluated	reports/545-snorkel-ai-fdr-data-as-a-service-2026-05-05.md	4+y senior research floor (38% YOE gap); frontier-lab eval/RLHF research framing; AI Solutions Engineer variant closer fit; SKIP
2026-05-05	546	2026-05-05	Sezzle	AI Engineer II	2/5	Evaluated	reports/546-sezzle-ai-engineer-ii-2026-05-05.md	LATAM-only band F-1 OPT US-base mismatch + 17% YOE shortfall; SKIP
2026-05-05	547	2026-05-05	GitLab	AI Engineer	2.2/5	Evaluated	reports/547-gitlab-ai-engineer-2026-05-05.md	India-only band F-1 OPT US-base mismatch; senior framing; SKIP
2026-05-05	549	2026-05-05	HelloFresh	Automation Engineer (all genders)	1.2/5	Evaluated	reports/549-hellofresh-automation-engineer-2026-05-05.md	Industrial OT Siemens/PLC/SCADA filter slip; DE on-site + German req + non-AI archetype; SKIP
2026-05-05	549	2026-05-05	Legora	Software Engineer - AI Enablement & Workplace Technology	1.5/5	Evaluated	reports/549-legora-ai-enablement-2026-05-05.md	Stockholm-HQ on-site + 6+y senior floor + Claude Code core req = triple veto; F-1 OPT geo block; SKIP
2026-05-05	555	2026-05-05	Together AI	Machine Learning Engineer	2.5/5	SKIP	reports/555-together-ai-ml-engineer-2026-05-05.md	SF on-site senior IC LLM inference (vLLM/SGLang/Go/Rust/C++); 5+y senior floor (50% YOE gap on Deepak 2.5y); inference internals stack pivot from RAG/agentic; SKIP unless recruiter down-levels
2026-05-05	557	2026-05-05	Underdog	Associate Software Engineer 2026 New Grad	1.8/5	Evaluated	reports/557-underdog-newgrad-2026-05-05.md	Remote-US new grad $100-130K; HARD VETO no visa sponsorship; F-1 OPT incompatible; SKIP
2026-05-05	560	2026-05-05	Robots & Pencils	AI Engineer / AI Architect	1.8/5	Evaluated	reports/560-robots-pencils-ai-engineer-2026-05-05.md	Colombia Remote + 5+y senior floor (50% YOE gap) + Architect/leadership tier; F-1 OPT US-base mismatch; SKIP
2026-05-06	566	2026-05-06	Clay Labs	GTME Ecosystem - GTME & AI Teacher	1.5/5	Evaluated	reports/562-clay-labs-gtme-ai-teacher-2026-05-06.md	NYC on-site GTM/AI content creator role at Clay (Series C, $5B); $125-190K + equity; off-archetype (on-camera production + Clay-native + GTM domain triple gap); SKIP
2026-05-06	564	2026-05-06	iScale Solutions	Machine Learning Engineer (Consultant)	2.3/5	Evaluated	reports/564-iscale-ml-engineer-consultant-2026-05-06.md	Worldwide remote 15-20hr/wk contract; AWS ML Specialty Cert hard gate + SageMaker gap + F-1 OPT 1099 friction; comp not disclosed; SKIP
2026-05-06	565	2026-05-06	NeuroHire	AI Engineer	2/5	Evaluated	reports/565-neurohire-ai-engineer-2026-05-06.md	California City CA / Texas City TX on-site; $70-100K below market; generic Python/Java/Hadoop/TF/Spark legacy stack; F-1 OPT geo OK but small-town relocation + below-market comp; SKIP
2026-05-06	567	2026-05-06	ElevenLabs	Enterprise Solutions Engineer - EU (German Speaking)	1.5/5	SKIP	reports/567-elevenlabs-enterprise-se-eu-german-2026-05-06.md	Same JD as #566 but DACH-anchored: fluent German hard requirement + EU work auth implied; F-1 OPT geo + language double veto.
2026-05-06	568	2026-05-06	JetBridge	Forward Deployed Engineer (Open-Source AI Platform Client)	2.4/5	SKIP	reports/568-jetbridge-fde-latam-2026-05-06.md	JetBridge LATAM-only staffing FDE for open-source AI agent platform client (28k GH stars); strong tech fit (TS+Python+agentic) but F-1 OPT US-base geo veto on LATAM-only contracts.
2026-05-06	569	2026-05-06	zaimler	Forward Deployed Engineer	2.7/5	SKIP	reports/569-zaimler-fde-nyc-2026-05-06.md	NYC EST + customer travel; Series A knowledge-graph infra (founders ex-Truera/LinkedIn KG); K8s/Terraform/Helm/Ray quad gap from Applied-AI background; 3+ yrs borderline; SKIP unless infra ramp possible.
2026-05-06	571	2026-05-06	Factory	Forward Deployed Engineer	2.8/5	Evaluated	reports/571-factory-fde-2026-05-06.md	SF on-site 5d/wk relocation friction; 2-3 yr fit but no FAANG/AI-lab brand; SKIP
2026-05-06	572	2026-05-06	Fireworks AI	Applied Machine Learning Engineer	2.7/5	Evaluated	reports/572-fireworks-ai-applied-ml-2026-05-06.md	5+ yr hard gate vs 2.5 yr; $170-240K + LLM inference platform; SKIP unless directional
2026-05-06	574	2026-05-06	SOCOTEC	Applied AI Engineer	1.8/5	Evaluated	reports/574-socotec-applied-ai-engineer-2026-05-06.md	Dallas TX on-site 4d/wk; explicit no-sponsorship-now-or-future hard veto for F-1 OPT post-STEM; tech stack 1:1 fit; SKIP
2026-05-06	575	2026-05-06	StackAdapt	Machine Learning Engineer (Remote)	1.8/5	Evaluated	reports/575-stackadapt-ml-engineer-2026-05-06.md	Remote UK/Ireland/Germany only; F-1 OPT US-base hard veto on EMEA work auth; adtech ML engineering brief; SKIP
2026-05-06	577	2026-05-06	DataGalaxy	Software Engineer (GenAI / MLOps & ModelOps), AI-Share Team	1.8/5	Evaluated	reports/577-datagalaxy-genai-mlops-2026-05-06.md	Lyon FR (preferred) + EU remote under CDI; F-1 OPT US-base hard veto on EU work auth; tech stack 1:1 fit; SKIP
2026-05-06	578	2026-05-06	Third Eye Software	Senior Software Engineer (GenAI) (25091601)	2.6/5	Evaluated	reports/578-third-eye-software-senior-genai-2026-05-06.md	Austin TX remote/hybrid; Senior 5+ yr stretch (2.5y); staffing W2 model + comp ~10-30% below in-house; sponsorship uncertain; SKIP
2026-05-06	581	2026-05-06	Adaptive ML	Forward Deployed AI Engineer	2.7/5	Evaluated	reports/581-adaptive-ml-fde-ai-engineer-2026-05-06.md	$20M seed RLOps; 4-8+ yr senior gate (50% YOE gap); NY/Toronto in-person + sponsorship offered; RL/RLHF ramp gap; SKIP unless Associate tier exists
2026-05-06	583	2026-05-06	Amdaris	AI Forward Deployed Engineer	1.8/5	Evaluated	reports/583-amdaris-ai-fde-2026-05-06.md	UK Bristol HQ + ~£31-41K comp; F-1 OPT US-base + ~50-65% below US market; Himalayas page redirected to index — JD partially verified via WebSearch; SKIP
2026-05-06	584	2026-05-06	Red Hat	Forward Deployed AI Engineer (Customer Adoption & Innovation)	1.8/5	Evaluated	reports/584-red-hat-fde-ai-engineer-2026-05-06.md	Senior tier $116-191K Remote-NA; 10+ yr consulting + 5+ yr OpenShift + 2+ yr vLLM/Kserve triple hard gate; SKIP
2026-05-06	585	2026-05-06	LITIT	ML Engineer / AI Engineer (AWS Cloud Focus)	1.8/5	Evaluated	reports/585-litit-ml-ai-engineer-aws-2026-05-06.md	Lithuania-based NTT DATA + Reiz Tech JV; Recruitee URL HTTP 404; "Remote" implied EU work auth; F-1 OPT US-base mismatch; SKIP
2026-05-06	586	2026-05-06	Radix.AI	Machine Learning Engineer	1.8/5	Evaluated	reports/586-radix-ai-ml-engineer-2026-05-06.md	Brussels Belgium hybrid/on-site; Recruitee URL redirected to superlinear (404); F-1 OPT US-base + EU work auth mismatch; SKIP
2026-05-06	587	2026-05-06	OpenAI	Forward Deployed Engineer - Dublin	1.6/5	Evaluated	reports/587-openai-fde-dublin-2026-05-06.md	Dublin hybrid 3d/wk + 50% travel + F-1 OPT US-base = hard Ireland work auth veto; 5+ yr senior gate vs 2.5 yr; SKIP
2026-05-06	589	2026-05-06	Latent Health	Machine Learning Engineer	2.6/5	Evaluated	reports/589-latent-machine-learning-engineer-2026-05-06.md	SF on-site Series A healthcare LLM; explicit senior/staff gate vs 2.5y; RL/mid-training gap; healthcare LLM domain 1:1 but tier mismatch; SKIP
2026-05-06	592	2026-05-06	Celonis	Field CTO - AI & Enterprise Modernization	1.5/5	Evaluated	reports/592-celonis-field-cto-2026-05-06.md	Munich on-site Field CTO 15-20yr executive bar; F-1 OPT geo + seniority + title triple veto; SKIP per filter hygiene
2026-05-06	593	2026-05-06	Maneva	Junior AI Engineer	2.5/5	Evaluated	reports/593-maneva-junior-ai-engineer-2026-05-06.md	Toronto/Montreal/SF preferred manufacturing-CV junior; thesis off (healthcare-AI vs manufacturing) + Canada-leaning location creates F-1 OPT US-base risk; SKIP unless SF allocation firm
2026-05-06	594	2026-05-06	Translation Empire	Junior AI Engineer	1.8/5	Evaluated	reports/594-translation-empire-junior-ai-engineer-2026-05-06.md	Pakistan-HQ translation services co.; Remote-US restricted to 15 niche states (excludes CA/NY/TX/WA/MA — offshore-arbitrage pattern); no comp; small vendor brand; SKIP
2026-05-06	595	2026-05-06	Acolad	Junior AI Engineer	1.8/5	Evaluated	reports/595-acolad-junior-ai-engineer-2026-05-06.md	Paris-HQ EU translation/localization leader; EU work auth implied; F-1 OPT geo veto + EU comp arbitrage + translation domain off-thesis; SKIP
2026-05-06	599	2026-05-06	SandboxAQ	Senior Forward Deployed Engineer (AQNav, Quantum Navigation)	1.5/5	Evaluated	reports/599-sandboxaq-staff-fde-quantum-nav-2026-05-06.md	Senior/Staff FDE Defense+PNT navigation; F-1 OPT clearance veto + 3+yr aerospace/DoD hard gap + sensor fusion gap; SKIP
2026-05-06	600	2026-05-06	Smartsheet	Senior Forward Deployed AI Engineer	2/5	Evaluated	reports/600-smartsheet-senior-fde-ai-2026-05-06.md	US-Remote $227.5-245K Senior FDE; 6-10+yr SWE + 3+yr AI deploy + mentor-junior-FDEs gate vs Deepak 2.5y; tech stack 1:1 (multi-agent/MCP/RAG eval) but seniority+ongoing-auth veto; SKIP
2026-05-06	601	2026-05-06	Jumio	Machine Learning Engineer IV (Biometrics)	1.7/5	Evaluated	reports/601-jumio-ml-engineer-iv-2026-05-06.md	Canada Remote Senior/Staff biometrics CV; F-1 OPT geo veto + 5+yr ML/3+yr biometrics gap + face-recognition domain off-thesis; SKIP
2026-05-07	608	2026-05-07	Reviving Mind	Founding Engineer (CTO-flavor)	2.5/5	SKIP	reports/608-reviving-mind-founding-engineer-2026-05-07.md	YC W22 voice AI healthtech; Boston MA; founder-equity-only comp (10-20%); CTO-tier ask vs Mid-IC seeker
2026-05-07	609	2026-05-07	Thera	Founding Engineer	2.7/5	SKIP	reports/609-thera-founding-engineer-2026-05-07.md	YC S22 AI-native finance OS; Remote; TypeScript+Java/Kotlin core systems; non-AI infra drift from Applied AI North Star
2026-05-07	610	2026-05-07	Helpcare AI	10x Front End AI Engineer	2/5	SKIP	reports/610-helpcare-ai-front-end-ai-engineer-2026-05-07.md	YC healthcare; SF/Oakland/Remote-US-CA; 6+yr front-end specialty + senior gate vs Deepak's mid full-stack Python primary
2026-05-07	611	2026-05-07	Jobgether	AI/ML Software Engineer	1.7/5	SKIP	reports/611-jobgether-ai-ml-software-engineer-2026-05-07.md	Aggregator front-end; Remote-US; 6-10+yr Senior + US Citizen + clearance hard veto for F-1 OPT
2026-05-07	612	2026-05-07	Harris Global Business Services	AI/ML Engineer	1.8/5	SKIP	reports/612-harris-global-ai-ml-engineer-2026-05-07.md	Costa Rica-only offshore; F-1 OPT US-base hard geo veto; Java/.NET multi-stack; 4+yr LLM gate
